,variant_p3
2023-08-29,0.0072
2023-08-30,0.0072
2023-08-31,0.0072
2023-09-01,0.0072
2023-09-02,0.0073
2023-09-03,0.0076
2023-09-04,0.0079
2023-09-05,0.0081
2023-09-06,0.0084
2023-09-07,0.0087
2023-09-08,0.0091
2023-09-09,0.0094
2023-09-10,0.0098
2023-09-11,0.0103
2023-09-12,0.0107
2023-09-13,0.0113
2023-09-14,0.0119
2023-09-15,0.0126
2023-09-16,0.0133
2023-09-17,0.0141
2023-09-18,0.0149
2023-09-19,0.0157
2023-09-20,0.0166
2023-09-21,0.0175
2023-09-22,0.0184
2023-09-23,0.0193
2023-09-24,0.0201
2023-09-25,0.021
2023-09-26,0.0219
2023-09-27,0.0228
2023-09-28,0.0237
2023-09-29,0.0247
2023-09-30,0.0256
2023-10-01,0.0266
2023-10-02,0.0276
2023-10-03,0.0286
2023-10-04,0.0296
2023-10-05,0.0307
2023-10-06,0.0318
2023-10-07,0.0329
2023-10-08,0.034
2023-10-09,0.0351
2023-10-10,0.0363
2023-10-11,0.0376
2023-10-12,0.0389
2023-10-13,0.0403
2023-10-14,0.0418
2023-10-15,0.0432
2023-10-16,0.0447
2023-10-17,0.0462
2023-10-18,0.0476
2023-10-19,0.049
2023-10-20,0.0504
2023-10-21,0.0517
2023-10-22,0.0529
2023-10-23,0.0541
2023-10-24,0.0552
2023-10-25,0.0561
2023-10-26,0.0571
2023-10-27,0.0579
2023-10-28,0.0588
2023-10-29,0.0596
2023-10-30,0.0604
2023-10-31,0.0613
2023-11-01,0.0621
2023-11-02,0.063
2023-11-03,0.0639
2023-11-04,0.0649
2023-11-05,0.066
2023-11-06,0.0672
2023-11-07,0.0686
2023-11-08,0.0703
2023-11-09,0.0722
2023-11-10,0.0744
2023-11-11,0.0767
2023-11-12,0.079
2023-11-13,0.0813
2023-11-14,0.0836
2023-11-15,0.0856
2023-11-16,0.0875
2023-11-17,0.089
2023-11-18,0.0902
2023-11-19,0.091
2023-11-20,0.0913
2023-11-21,0.0912
2023-11-22,0.0908
2023-11-23,0.0904
2023-11-24,0.0897
2023-11-25,0.089
2023-11-26,0.0881
2023-11-27,0.0872
2023-11-28,0.0927
2023-11-29,0.0992
2023-11-30,0.106
2023-12-01,0.1131
2023-12-02,0.1206
2023-12-03,0.1284
2023-12-04,0.1366
2023-12-05,0.1457
2023-12-06,0.1561
2023-12-07,0.1676
2023-12-08,0.1802
2023-12-09,0.1937
2023-12-10,0.2079
2023-12-11,0.2228
2023-12-12,0.2382
2023-12-13,0.2398
2023-12-14,0.2339
2023-12-15,0.2279
2023-12-16,0.222
2023-12-17,0.2161
2023-12-18,0.2102
2023-12-19,0.2043
2023-12-20,0.1983
2023-12-21,0.1922
2023-12-22,0.186
2023-12-23,0.1798
2023-12-24,0.1736
2023-12-25,0.1675
2023-12-26,0.1613
2023-12-27,0.1553
2023-12-28,0.1494
2023-12-29,0.1436
2023-12-30,0.138
2023-12-31,0.1326
2024-01-01,0.1274
2024-01-02,0.1223
2024-01-03,0.1173
2024-01-04,0.1123
2024-01-05,0.1073
2024-01-06,0.1025
2024-01-07,0.0977
2024-01-08,0.093
2024-01-09,0.0885
2024-01-10,0.0841
2024-01-11,0.0799
2024-01-12,0.0759
2024-01-13,0.0721
2024-01-14,0.0685
2024-01-15,0.0651
2024-01-16,0.0619
2024-01-17,0.0587
2024-01-18,0.0556
2024-01-19,0.0525
2024-01-20,0.0496
2024-01-21,0.0467
2024-01-22,0.044
2024-01-23,0.0413
2024-01-24,0.0389
2024-01-25,0.0366
2024-01-26,0.0345
2024-01-27,0.0326
2024-01-28,0.0309
2024-01-29,0.0295
2024-01-30,0.0282
2024-01-31,0.027
2024-02-01,0.0258
2024-02-02,0.0247
2024-02-03,0.0237
2024-02-04,0.0228
2024-02-05,0.0219
2024-02-06,0.0212
2024-02-07,0.0216
2024-02-08,0.022
2024-02-09,0.0223
2024-02-10,0.0226
2024-02-11,0.0228
2024-02-12,0.0218
2024-02-13,0.0205
2024-02-14,0.0192
2024-02-15,0.018
2024-02-16,0.0167
2024-02-17,0.0155
2024-02-18,0.0144
2024-02-19,0.0136
2024-02-20,0.0132
2024-02-21,0.0128
2024-02-22,0.0125
2024-02-23,0.0121
2024-02-24,0.0117
2024-02-25,0.0114
2024-02-26,0.011
2024-02-27,0.0107
2024-02-28,0.0103
2024-02-29,0.0109
2024-03-01,0.0121
2024-03-02,0.0133
2024-03-03,0.0147
2024-03-04,0.0161
2024-03-05,0.0176
2024-03-06,0.0191
2024-03-07,0.0206
2024-03-08,0.0221
2024-03-09,0.0234
2024-03-10,0.0237
2024-03-11,0.0241
2024-03-12,0.0245
2024-03-13,0.0251
2024-03-14,0.0258
2024-03-15,0.0266
2024-03-16,0.0274
2024-03-17,0.0282
2024-03-18,0.0291
2024-03-19,0.0299
2024-03-20,0.0307
2024-03-21,0.0314
2024-03-22,0.032
2024-03-23,0.0324
2024-03-24,0.0327
2024-03-25,0.0328
2024-03-26,0.0327
2024-03-27,0.0325
2024-03-28,0.0321
2024-03-29,0.0317
2024-03-30,0.0312
2024-03-31,0.0306
2024-04-01,0.03
2024-04-02,0.0294
2024-04-03,0.0288
2024-04-04,0.0283
2024-04-05,0.0278
2024-04-06,0.0275
2024-04-07,0.0273
2024-04-08,0.0272
2024-04-09,0.0272
2024-04-10,0.0273
2024-04-11,0.0275
2024-04-12,0.0277
2024-04-13,0.028
2024-04-14,0.0283
2024-04-15,0.0287
2024-04-16,0.0291
2024-04-17,0.0295
2024-04-18,0.03
2024-04-19,0.0305
2024-04-20,0.031
2024-04-21,0.0315
2024-04-22,0.032
2024-04-23,0.0328
2024-04-24,0.0338
2024-04-25,0.0351
2024-04-26,0.0366
2024-04-27,0.0382
2024-04-28,0.04
2024-04-29,0.0417
2024-04-30,0.0434
2024-05-01,0.045
2024-05-02,0.0465
2024-05-03,0.0477
2024-05-04,0.0486
2024-05-05,0.0493
2024-05-06,0.0495
2024-05-07,0.0493
2024-05-08,0.0489
2024-05-09,0.0482
2024-05-10,0.0474
2024-05-11,0.0463
2024-05-12,0.0452
2024-05-13,0.0439
2024-05-14,0.0426
2024-05-15,0.0412
2024-05-16,0.0399
2024-05-17,0.0386
2024-05-18,0.0374
2024-05-19,0.0363
2024-05-20,0.0354
2024-05-21,0.0345
2024-05-22,0.0336
2024-05-23,0.0328
2024-05-24,0.0319
2024-05-25,0.031
2024-05-26,0.0301
2024-05-27,0.0293
2024-05-28,0.0285
2024-05-29,0.0278
2024-05-30,0.0271
2024-05-31,0.0265
2024-06-01,0.0259
2024-06-02,0.0255
2024-06-03,0.0251
2024-06-04,0.0248
2024-06-05,0.0245
2024-06-06,0.0243
2024-06-07,0.024
2024-06-08,0.0238
2024-06-09,0.0236
2024-06-10,0.0234
2024-06-11,0.0233
2024-06-12,0.0231
2024-06-13,0.0229
2024-06-14,0.0228
2024-06-15,0.0226
2024-06-16,0.0225
2024-06-17,0.0223
2024-06-18,0.0222
2024-06-19,0.022
2024-06-20,0.0219
2024-06-21,0.0218
2024-06-22,0.0217
2024-06-23,0.0216
2024-06-24,0.0215
2024-06-25,0.0214
2024-06-26,0.0213
2024-06-27,0.0211
2024-06-28,0.021
2024-06-29,0.0209
2024-06-30,0.0207
2024-07-01,0.0205
2024-07-02,0.0203
2024-07-03,0.02
2024-07-04,0.0197
2024-07-05,0.0194
2024-07-06,0.019
2024-07-07,0.0186
2024-07-08,0.0181
2024-07-09,0.0177
2024-07-10,0.0172
2024-07-11,0.0166
2024-07-12,0.0161
2024-07-13,0.0155
2024-07-14,0.0149
2024-07-15,0.0144
