date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Puerto Rico
2022-03-12,35.0,2.0,79.0,60.0,40.0,38.0,8.0,7.0,4.0,47.0,38.0,0.2,13.0,34.0,108.0,54.0,40.0,30.0,62.0,2.0,16.0,23.0,88.0,35.0,33.0,67.0,14.0,43.0,33.0,14.0,30.0,6.0,56.0,55.0,7.0,75.0,119.0,7.0,79.0,0.3,14.0,13.0,28.0,408.0,12.0,0.3,18.0,12.0,21.0,41.0,6.0,23.0
2022-03-19,23.0,1.0,104.0,62.0,51.0,55.0,18.0,4.0,2.0,58.0,35.0,1.0,16.0,58.0,119.0,49.0,31.0,39.0,64.0,1.0,19.0,36.0,119.0,29.0,31.0,90.0,16.0,61.0,41.0,10.0,41.0,15.0,95.0,14.0,5.0,95.0,162.0,18.0,101.0,1.0,14.0,12.0,28.0,592.0,17.0,0.2,32.0,21.0,43.0,53.0,3.0,21.0
2022-03-26,17.0,3.0,120.0,74.0,61.0,82.0,25.0,4.0,4.0,84.0,33.0,0.1,14.0,114.0,125.0,43.0,49.0,42.0,74.0,3.0,30.0,30.0,134.0,37.0,48.0,79.0,19.0,60.0,53.0,7.0,60.0,36.0,90.0,23.0,9.0,105.0,156.0,24.0,109.0,1.0,7.0,5.0,43.0,595.0,6.0,8.0,35.0,24.0,19.0,58.0,7.0,31.0
2022-04-02,25.0,0.1,99.0,56.0,79.0,121.0,26.0,3.0,4.0,78.0,45.0,1.0,19.0,88.0,115.0,36.0,28.0,53.0,63.0,9.0,29.0,78.0,146.0,33.0,25.0,91.0,38.0,25.0,68.0,6.0,80.0,39.0,163.0,28.0,4.0,97.0,165.0,10.0,140.0,3.0,15.0,5.0,38.0,527.0,17.0,9.0,39.0,20.0,37.0,57.0,2.0,26.0
2022-04-09,23.0,2.0,116.0,74.0,96.0,104.0,47.0,7.0,2.0,83.0,33.0,3.0,20.0,105.0,109.0,25.0,32.0,90.0,30.0,11.0,47.0,131.0,160.0,28.0,32.0,77.0,19.0,35.0,110.0,13.0,136.0,43.0,200.0,35.0,4.0,127.0,118.0,14.0,183.0,5.0,18.0,11.0,31.0,352.0,14.0,14.0,35.0,24.0,36.0,44.0,10.0,31.0
2022-04-16,11.0,1.0,93.0,43.0,104.0,139.0,45.0,38.0,2.0,148.0,42.0,9.0,16.0,79.0,93.0,25.0,19.0,105.0,48.0,15.0,51.0,167.0,150.0,27.0,22.0,77.0,14.0,29.0,88.0,17.0,140.0,28.0,231.0,57.0,7.0,133.0,100.0,14.0,189.0,9.0,31.0,4.0,35.0,330.0,16.0,12.0,51.0,32.0,43.0,66.0,8.0,55.0
2022-04-23,25.0,2.0,131.0,34.0,148.0,179.0,52.0,17.0,1.0,141.0,46.0,7.0,17.0,106.0,64.0,20.0,26.0,82.0,44.0,20.0,43.0,176.0,138.0,33.0,16.0,70.0,21.0,16.0,84.0,28.0,126.0,43.0,293.0,45.0,7.0,115.0,76.0,27.0,200.0,10.0,32.0,3.0,34.0,411.0,9.0,12.0,42.0,34.0,39.0,54.0,1.0,74.0
2022-04-30,9.0,1.0,156.0,33.0,213.0,163.0,57.0,7.0,3.0,164.0,36.0,4.0,15.0,97.0,72.0,17.0,19.0,119.0,24.0,30.0,51.0,183.0,136.0,29.0,26.0,55.0,18.0,16.0,59.0,24.0,125.0,51.0,275.0,63.0,3.0,104.0,45.0,23.0,160.0,5.0,29.0,8.0,35.0,171.0,1.0,6.0,57.0,42.0,35.0,64.0,5.0,39.0
2022-05-07,19.0,6.0,170.0,17.0,206.0,258.0,76.0,4.0,2.0,213.0,44.0,2.0,13.0,108.0,49.0,20.0,8.0,109.0,35.0,8.0,46.0,174.0,169.0,32.0,22.0,66.0,20.0,6.0,59.0,21.0,119.0,70.0,241.0,51.0,1.0,99.0,34.0,27.0,149.0,6.0,20.0,3.0,18.0,131.0,12.0,7.0,44.0,60.0,18.0,51.0,4.0,28.0
2022-05-14,12.0,3.0,194.0,28.0,277.0,173.0,70.0,3.0,5.0,278.0,60.0,3.0,16.0,123.0,35.0,17.0,7.0,47.0,32.0,37.0,54.0,162.0,180.0,17.0,25.0,39.0,9.0,4.0,79.0,14.0,95.0,37.0,193.0,37.0,1.0,79.0,47.0,26.0,179.0,8.0,27.0,19.0,30.0,144.0,10.0,3.0,41.0,57.0,16.0,36.0,4.0,27.0
2022-05-21,15.0,18.0,225.0,15.0,355.0,120.0,75.0,4.0,4.0,371.0,55.0,11.0,12.0,98.0,45.0,10.0,7.0,41.0,36.0,36.0,45.0,147.0,140.0,13.0,31.0,33.0,11.0,7.0,99.0,13.0,87.0,64.0,194.0,45.0,1.0,66.0,29.0,36.0,158.0,6.0,37.0,5.0,15.0,129.0,7.0,0.1,35.0,60.0,12.0,26.0,6.0,23.0
2022-05-28,13.0,4.0,199.0,14.0,412.0,87.0,36.0,3.0,4.0,517.0,62.0,9.0,3.0,49.0,31.0,6.0,2.0,22.0,14.0,15.0,29.0,74.0,93.0,12.0,20.0,22.0,14.0,3.0,93.0,6.0,75.0,51.0,163.0,40.0,0.3,45.0,39.0,33.0,83.0,7.0,30.0,3.0,18.0,115.0,1.0,2.0,35.0,67.0,5.0,27.0,6.0,23.0
2022-06-04,13.0,2.0,209.0,17.0,432.0,75.0,20.0,9.0,5.0,665.0,66.0,4.0,10.0,41.0,27.0,6.0,2.0,22.0,19.0,12.0,17.0,39.0,70.0,6.0,23.0,28.0,23.0,6.0,71.0,6.0,52.0,55.0,124.0,22.0,4.0,37.0,33.0,28.0,64.0,6.0,27.0,1.0,20.0,88.0,5.0,0.1,41.0,65.0,5.0,16.0,7.0,28.0
2022-06-11,15.0,6.0,93.0,19.0,391.0,39.0,36.0,6.0,2.0,551.0,48.0,3.0,7.0,16.0,8.0,9.0,2.0,17.0,28.0,57.0,17.0,40.0,35.0,4.0,14.0,17.0,10.0,9.0,89.0,4.0,42.0,31.0,104.0,43.0,2.0,21.0,26.0,18.0,49.0,1.0,25.0,1.0,18.0,76.0,3.0,5.0,40.0,57.0,12.0,15.0,7.0,20.0
2022-06-18,15.0,1.0,55.0,10.0,305.0,25.0,14.0,1.0,2.0,461.0,41.0,4.0,5.0,23.0,18.0,6.0,0.5,5.0,12.0,3.0,21.0,14.0,32.0,10.0,13.0,23.0,1.0,3.0,62.0,1.0,43.0,16.0,92.0,59.0,0.3,20.0,28.0,12.0,40.0,2.0,17.0,1.0,25.0,110.0,1.0,2.0,29.0,44.0,6.0,9.0,4.0,26.0
2022-06-25,7.0,3.0,35.0,16.0,238.0,9.0,6.0,2.0,3.0,302.0,27.0,6.0,2.0,19.0,17.0,5.0,3.0,11.0,11.0,5.0,20.0,10.0,16.0,1.7,23.0,19.0,0.3,6.0,36.0,1.0,23.0,6.0,66.0,58.0,0.1,12.0,28.0,8.0,35.0,1.0,29.0,2.0,15.0,92.0,3.0,0.1,35.0,64.0,5.0,7.0,0.2,16.0
2022-07-02,8.0,2.0,16.0,8.0,193.0,13.0,8.0,0.2,1.0,208.0,35.0,3.0,3.0,7.0,12.0,3.0,4.0,1.0,7.0,2.0,13.0,6.0,11.0,1.0,17.0,11.0,4.0,9.0,24.0,0.1,11.0,12.0,45.0,38.0,0.1,11.0,25.0,3.0,35.0,0.3,11.0,1.0,35.0,80.0,5.0,3.0,39.0,55.0,1.0,8.0,1.0,24.0
2022-07-09,15.0,3.0,14.0,5.0,115.0,11.0,5.0,0.1,2.0,161.0,28.0,3.0,3.0,10.0,8.0,3.0,3.0,6.0,1.0,1.0,12.0,6.0,9.0,2.0,21.0,14.0,2.0,5.0,20.0,1.0,15.0,0.6,36.0,15.0,0.1,6.0,26.0,1.2,32.0,9.0,8.0,0.1,9.0,56.0,0.3,1.0,20.0,31.0,6.0,1.0,2.0,13.0
2022-07-16,33.0,0.1,9.0,19.0,99.0,9.0,3.0,1.0,1.0,124.0,27.0,0.3,4.0,11.0,9.0,0.7,0.8,3.0,4.0,0.5,7.0,6.0,5.0,2.0,20.0,12.0,2.0,7.0,18.0,0.2,17.0,5.0,38.0,41.0,1.0,5.0,24.0,7.0,21.0,1.0,4.0,0.3,7.0,83.0,0.9,1.0,19.0,30.0,6.0,2.0,3.0,15.0
2022-07-23,5.0,0.1,13.0,10.0,61.0,9.0,6.0,0.1,0.3,89.0,28.0,1.0,0.5,4.0,7.0,0.4,2.0,1.0,18.0,1.0,3.0,3.0,7.0,3.0,23.0,25.0,0.1,1.0,4.0,1.0,8.0,4.0,10.0,38.0,2.0,11.0,5.0,1.0,28.0,0.1,26.0,6.0,11.0,82.0,0.8,0.1,33.0,23.0,1.0,2.2,0.1,13.0
2022-07-30,9.0,0.2,15.0,1.0,47.0,8.0,3.0,0.1,0.2,74.0,39.0,2.0,1.0,9.0,10.0,1.2,3.0,6.0,4.0,0.2,3.0,3.0,4.0,3.0,18.0,12.0,0.1,3.0,5.0,1.0,9.0,1.0,17.0,11.0,0.1,7.0,6.0,1.0,26.0,0.1,15.0,8.0,14.0,62.0,1.0,0.1,27.0,13.0,0.2,2.0,2.0,15.0
2022-08-06,9.0,0.1,5.0,3.0,38.0,12.0,3.0,0.2,2.0,69.0,33.0,3.0,2.0,13.0,10.0,1.0,2.0,1.0,6.0,0.2,2.0,5.0,2.2,2.0,19.0,23.0,0.1,3.0,1.0,0.3,16.0,1.0,11.0,3.2,1.0,4.0,22.0,1.0,23.0,0.4,6.0,5.0,17.0,60.0,1.1,0.1,15.0,17.0,0.4,6.0,0.2,10.0
2022-08-13,8.0,1.0,8.0,7.0,39.0,10.0,1.0,0.3,0.2,74.0,19.0,1.0,0.2,11.0,4.0,1.0,1.0,4.0,13.0,2.0,5.0,3.0,3.0,5.0,14.0,12.0,0.1,0.2,1.2,0.5,9.0,10.0,11.0,9.0,3.0,1.2,11.0,2.0,27.0,0.4,6.0,7.0,16.0,64.0,0.5,0.2,28.0,15.0,0.5,1.0,0.1,23.0
2022-08-20,5.0,1.0,14.0,3.0,35.0,10.0,2.0,0.1,0.2,60.0,13.0,1.0,1.0,12.0,11.0,4.0,2.0,3.0,8.0,0.5,6.0,2.0,2.0,0.6,13.0,15.0,1.0,6.0,1.0,0.1,7.0,6.0,16.0,12.0,0.3,10.0,4.0,1.0,38.0,0.3,3.0,7.0,13.0,89.0,1.0,0.2,16.0,12.0,1.0,1.0,0.1,13.0
2022-08-27,10.0,1.0,16.0,3.0,29.0,1.0,8.0,0.4,1.0,65.0,26.0,1.0,0.6,16.0,15.0,1.0,1.0,4.0,11.0,0.2,4.0,3.0,2.0,1.0,13.0,2.0,0.1,9.0,5.0,0.3,12.0,6.0,25.0,11.0,0.1,10.0,8.0,1.2,23.0,0.1,3.0,7.0,15.0,71.0,1.3,0.2,14.0,7.0,0.7,2.0,0.1,20.0
2022-09-03,13.0,0.1,14.0,6.0,33.0,1.0,4.0,1.0,0.2,53.0,20.0,2.0,3.0,10.0,18.0,3.0,0.8,4.0,10.0,0.1,1.9,4.0,2.7,1.0,21.0,8.0,0.3,8.0,7.0,0.4,8.0,17.0,23.0,6.0,1.0,13.0,7.0,0.4,29.0,0.3,9.0,7.0,14.0,95.0,1.0,1.0,24.0,17.0,0.2,3.0,0.2,23.0
2022-09-10,12.0,5.0,4.0,6.0,36.0,2.0,3.0,0.4,0.2,50.0,43.0,1.0,0.6,5.0,26.0,0.5,1.0,8.0,16.0,0.4,3.0,1.0,9.0,1.0,18.0,4.0,0.4,2.0,1.0,0.2,7.0,11.0,15.0,13.0,0.2,16.0,11.0,1.0,37.0,0.1,7.0,7.0,20.0,105.0,1.0,0.1,20.0,10.0,0.3,2.1,0.2,37.0
2022-09-17,22.0,0.1,7.0,5.0,21.0,3.0,5.0,2.0,0.1,79.0,46.0,2.0,0.5,4.0,26.0,1.0,0.8,5.0,19.0,0.4,8.0,3.0,2.0,1.8,36.0,6.0,1.0,9.0,8.0,3.0,10.0,4.0,20.0,17.0,0.1,7.0,12.0,1.0,32.0,0.3,9.0,7.0,17.0,123.0,1.1,0.1,27.0,16.0,1.0,1.8,0.1,39.0
2022-09-24,20.0,0.1,9.0,7.0,35.0,4.0,3.0,0.4,1.0,78.0,55.0,3.0,3.0,15.0,32.0,2.0,1.0,10.0,18.0,0.3,3.0,4.0,7.0,2.0,20.0,8.0,0.1,2.0,11.0,1.0,15.0,6.0,21.0,11.0,1.0,11.0,6.0,2.0,34.0,0.4,17.0,7.0,32.0,215.0,1.0,0.1,16.0,7.0,1.0,4.0,0.1,35.0
2022-10-01,28.0,2.0,10.0,10.0,68.0,3.0,2.0,0.1,0.1,78.0,77.0,4.0,3.0,10.0,38.0,9.0,1.0,4.0,47.0,0.2,6.0,4.0,4.0,2.0,29.0,12.0,2.0,18.0,15.0,1.0,21.0,14.0,28.0,21.0,0.1,15.0,8.0,1.0,45.0,1.0,18.0,10.0,38.0,127.0,0.4,0.2,29.0,11.0,1.0,1.0,0.1,45.0
2022-10-08,42.0,0.1,13.0,22.0,92.0,2.0,2.0,0.3,1.0,113.0,109.0,5.0,1.0,12.0,46.0,6.0,7.0,7.0,67.0,1.0,17.0,6.0,12.0,12.0,60.0,6.0,0.4,20.0,35.0,0.1,24.0,25.0,38.0,20.0,0.3,17.0,6.0,0.9,58.0,1.0,33.0,10.0,39.0,223.0,0.3,1.0,48.0,15.0,5.0,1.0,1.0,33.0
2022-10-15,87.0,5.0,11.0,37.0,87.0,3.0,6.0,0.3,2.0,101.0,144.0,6.0,1.0,28.0,54.0,7.0,4.0,23.0,98.0,0.1,27.0,7.0,15.0,3.0,67.0,10.0,0.1,11.0,15.0,0.4,32.0,24.0,48.0,34.0,1.0,32.0,14.0,3.0,77.0,0.4,42.0,12.0,59.0,308.0,3.0,0.2,53.0,13.0,11.0,2.0,2.0,43.0
2022-10-22,141.0,1.0,24.0,47.0,121.0,14.0,11.0,1.0,5.0,124.0,137.0,3.0,1.0,39.0,69.0,9.0,16.0,13.0,129.0,0.1,43.0,9.0,12.0,14.0,88.0,23.0,0.3,12.0,15.0,1.0,35.0,26.0,43.0,71.0,2.0,33.0,30.0,6.0,91.0,2.0,70.0,13.0,87.0,479.0,6.0,0.1,77.0,21.0,15.0,11.0,2.0,49.0
2022-10-29,271.0,11.0,26.0,77.0,199.0,27.0,36.0,4.0,11.0,241.0,216.0,7.0,1.0,106.0,103.0,15.0,19.0,66.0,235.0,3.0,105.0,15.0,48.0,37.0,148.0,49.0,3.0,12.0,12.0,0.1,67.0,53.0,106.0,185.0,2.0,105.0,57.0,5.0,166.0,0.1,156.0,9.0,122.0,702.0,12.0,1.0,172.0,33.0,56.0,15.0,4.0,52.0
2022-11-05,403.0,15.0,79.0,134.0,416.0,35.0,38.0,10.0,33.0,290.0,250.0,7.0,16.0,155.0,141.0,16.0,34.0,124.0,221.0,3.0,156.0,30.0,55.0,83.0,260.0,66.0,6.0,31.0,35.0,3.0,166.0,90.0,190.0,283.0,6.0,196.0,47.0,32.0,228.0,3.0,248.0,9.0,231.0,957.0,6.0,0.2,307.0,43.0,89.0,33.0,7.0,90.0
2022-11-12,353.0,14.0,134.0,203.0,858.0,58.0,52.0,13.0,44.0,453.0,263.0,21.0,11.0,256.0,136.0,20.0,44.0,223.0,228.0,8.0,214.0,41.0,88.0,165.0,244.0,105.0,11.0,24.0,92.0,3.0,295.0,149.0,278.0,351.0,10.0,257.0,74.0,51.0,345.0,6.0,256.0,13.0,311.0,1108.0,12.0,1.0,339.0,89.0,127.0,45.0,10.0,88.0
2022-11-19,262.0,36.0,308.0,214.0,1499.0,107.0,103.0,53.0,36.0,517.0,236.0,15.0,56.0,386.0,235.0,37.0,64.0,291.0,237.0,14.0,210.0,73.0,165.0,243.0,250.0,222.0,13.0,31.0,162.0,9.0,320.0,163.0,495.0,369.0,13.0,311.0,150.0,113.0,408.0,3.0,228.0,24.0,285.0,1168.0,8.0,2.0,262.0,239.0,136.0,88.0,39.0,65.0
2022-11-26,270.0,65.0,570.0,407.0,2631.0,157.0,183.0,39.0,58.0,743.0,258.0,12.0,141.0,801.0,457.0,104.0,153.0,521.0,330.0,33.0,308.0,175.0,290.0,382.0,272.0,488.0,44.0,60.0,265.0,9.0,513.0,176.0,789.0,430.0,22.0,560.0,344.0,376.0,701.0,14.0,215.0,58.0,471.0,1798.0,29.0,13.0,380.0,536.0,189.0,235.0,37.0,73.0
2022-12-03,418.0,53.0,799.0,466.0,3159.0,163.0,426.0,86.0,66.0,921.0,342.0,9.0,183.0,1102.0,831.0,208.0,301.0,849.0,452.0,100.0,411.0,451.0,459.0,443.0,268.0,850.0,65.0,104.0,478.0,29.0,995.0,357.0,1325.0,638.0,49.0,956.0,771.0,542.0,1299.0,22.0,245.0,73.0,687.0,2182.0,34.0,31.0,495.0,732.0,318.0,459.0,73.0,77.0
2022-12-10,256.0,73.0,779.0,346.0,2435.0,235.0,394.0,30.0,41.0,789.0,209.0,13.0,185.0,956.0,843.0,231.0,255.0,673.0,382.0,119.0,325.0,544.0,591.0,345.0,179.0,828.0,100.0,122.0,445.0,65.0,756.0,409.0,1496.0,395.0,34.0,957.0,812.0,650.0,1186.0,54.0,160.0,84.0,486.0,1775.0,60.0,45.0,368.0,681.0,246.0,479.0,42.0,73.0
2022-12-17,176.0,51.0,568.0,251.0,1614.0,255.0,395.0,25.0,23.0,846.0,179.0,14.0,286.0,733.0,731.0,325.0,219.0,429.0,180.0,182.0,261.0,659.0,894.0,247.0,142.0,751.0,99.0,166.0,318.0,76.0,606.0,342.0,1733.0,319.0,66.0,972.0,766.0,686.0,1045.0,41.0,149.0,97.0,258.0,1533.0,41.0,56.0,286.0,740.0,199.0,483.0,40.0,61.0
2022-12-24,152.0,43.0,580.0,202.0,1596.0,399.0,270.0,29.0,21.0,1024.0,158.0,29.0,203.0,578.0,615.0,328.0,182.0,281.0,155.0,211.0,231.0,760.0,1123.0,162.0,86.0,559.0,60.0,140.0,226.0,117.0,522.0,361.0,1517.0,298.0,72.0,799.0,680.0,451.0,1047.0,57.0,118.0,84.0,226.0,1302.0,63.0,64.0,269.0,404.0,155.0,458.0,50.0,114.0
2022-12-31,148.0,43.0,656.0,204.0,1423.0,315.0,241.0,42.0,32.0,1244.0,184.0,34.0,223.0,555.0,566.0,320.0,185.0,243.0,166.0,192.0,225.0,765.0,1137.0,177.0,120.0,636.0,91.0,144.0,179.0,141.0,476.0,286.0,1309.0,299.0,82.0,707.0,708.0,361.0,1101.0,49.0,157.0,59.0,248.0,1413.0,83.0,81.0,279.0,384.0,172.0,484.0,51.0,60.0
2023-01-07,123.0,32.0,386.0,158.0,913.0,158.0,170.0,45.0,17.0,1325.0,189.0,10.0,112.0,433.0,361.0,218.0,125.0,133.0,171.0,126.0,157.0,489.0,714.0,80.0,88.0,405.0,60.0,99.0,116.0,108.0,343.0,179.0,956.0,222.0,72.0,489.0,503.0,152.0,809.0,36.0,161.0,69.0,174.0,1246.0,66.0,51.0,233.0,231.0,148.0,332.0,32.0,52.0
2023-01-14,99.0,7.0,163.0,105.0,411.0,99.0,79.0,12.0,6.0,702.0,108.0,9.0,46.0,173.0,173.0,96.0,54.0,63.0,85.0,57.0,101.0,251.0,320.0,47.0,57.0,195.0,39.0,63.0,37.0,47.0,166.0,53.0,517.0,131.0,52.0,194.0,274.0,65.0,452.0,9.0,79.0,15.0,100.0,764.0,22.0,12.0,119.0,144.0,48.0,171.0,16.0,84.0
2023-01-21,57.0,7.0,118.0,65.0,208.0,37.0,36.0,6.0,8.0,593.0,80.0,0.4,35.0,68.0,100.0,43.0,40.0,35.0,83.0,29.0,67.0,131.0,171.0,29.0,52.0,101.0,16.0,55.0,21.0,23.0,102.0,29.0,309.0,63.0,28.0,123.0,168.0,32.0,303.0,16.0,58.0,12.0,69.0,491.0,22.0,10.0,72.0,86.0,14.0,108.0,14.0,47.0
2023-01-28,42.0,5.0,57.0,44.0,126.0,26.0,33.0,6.0,7.0,423.0,71.0,9.0,17.0,73.0,71.0,47.0,21.0,32.0,42.0,14.0,39.0,76.0,84.0,18.0,35.0,73.0,9.0,22.0,11.0,19.0,79.0,21.0,236.0,41.0,24.0,72.0,94.0,11.0,235.0,10.0,41.0,15.0,41.0,347.0,7.0,5.0,60.0,66.0,21.0,51.0,5.0,57.0
2023-02-04,35.0,3.0,62.0,20.0,115.0,38.0,15.0,10.0,9.0,354.0,204.0,8.0,3.0,28.0,41.0,13.0,12.0,16.0,94.0,10.0,51.0,58.0,87.0,16.0,29.0,50.0,9.0,6.0,4.0,4.0,38.0,10.0,145.0,40.0,9.0,59.0,86.0,10.0,193.0,4.0,40.0,15.0,43.0,281.0,7.0,3.0,62.0,42.0,22.0,22.0,6.0,54.0
2023-02-11,29.0,1.0,56.0,33.0,93.0,27.0,15.0,1.0,5.0,300.0,83.0,10.0,4.0,31.0,41.0,15.0,9.0,29.0,50.0,6.0,41.0,59.0,56.0,7.0,21.0,41.0,2.0,2.0,11.0,8.0,26.0,9.0,104.0,55.0,16.0,49.0,54.0,7.0,180.0,1.0,46.0,9.0,28.0,270.0,7.0,0.1,64.0,47.0,16.0,23.0,2.0,77.0
2023-02-18,30.0,2.0,38.0,25.0,73.0,17.0,14.0,1.0,5.0,235.0,75.0,4.0,8.0,28.0,33.0,9.0,3.0,22.0,33.0,4.0,26.0,39.0,60.0,10.0,28.0,42.0,6.0,6.0,12.0,4.0,53.0,3.0,87.0,46.0,10.0,47.0,45.0,4.0,194.0,2.0,43.0,16.0,57.0,241.0,12.0,2.0,57.0,31.0,9.0,11.0,2.0,44.0
2023-02-25,31.0,5.0,43.0,30.0,79.0,13.0,17.0,0.2,4.0,215.0,60.0,5.0,3.0,31.0,42.0,11.0,8.0,7.0,22.0,0.5,26.0,21.0,54.0,6.0,32.0,36.0,3.0,9.0,3.0,2.0,41.0,11.0,55.0,28.0,9.0,24.0,33.0,6.0,168.0,2.0,41.0,4.0,43.0,208.0,4.0,2.0,61.0,38.0,14.0,6.0,0.1,32.0
2023-03-04,16.0,2.0,49.0,33.0,62.0,19.0,10.0,5.0,4.0,178.0,54.0,1.0,3.0,24.0,45.0,6.0,4.0,11.0,25.0,4.0,13.0,15.0,51.0,8.0,34.0,39.0,6.0,6.0,4.0,2.0,31.0,16.0,49.0,34.0,5.0,23.0,32.0,5.0,169.0,1.0,29.0,7.0,41.0,171.0,3.0,1.0,57.0,58.0,9.0,7.0,1.0,22.0
2023-03-11,17.0,4.0,43.0,23.0,47.0,9.0,19.0,1.0,2.0,179.0,51.0,3.0,4.0,16.0,32.0,12.0,6.0,15.0,22.0,0.4,16.0,18.0,36.0,5.0,32.0,35.0,3.0,14.0,3.0,4.0,22.0,5.0,56.0,25.0,5.0,26.0,19.0,6.0,176.0,0.1,31.0,15.0,27.0,157.0,7.0,5.0,40.0,47.0,4.0,10.0,2.0,16.0
2023-03-18,22.0,1.0,55.0,15.0,60.0,12.0,10.0,0.2,2.0,211.0,54.0,4.0,6.0,12.0,35.0,7.0,7.0,26.0,17.0,5.0,10.0,20.0,33.0,6.0,22.0,24.0,2.0,11.0,6.0,10.0,22.0,3.0,67.0,32.0,11.0,34.0,29.0,9.0,154.0,1.0,21.0,16.0,29.0,159.0,3.0,2.0,60.0,28.0,8.0,6.0,2.0,11.0
2023-03-25,19.0,3.0,36.0,18.0,36.0,10.0,13.0,2.0,3.0,158.0,62.0,1.0,3.0,30.0,21.0,7.0,6.0,14.0,23.0,1.0,21.0,19.0,21.0,4.0,16.0,32.0,1.0,9.0,8.0,9.0,44.0,3.0,106.0,20.0,0.1,29.0,23.0,3.0,154.0,2.0,24.0,20.0,31.0,131.0,3.0,4.0,50.0,28.0,16.0,9.0,0.1,25.0
2023-04-01,27.0,1.0,23.0,27.0,29.0,6.0,12.0,2.0,10.0,165.0,53.0,7.0,3.0,37.0,39.0,4.0,9.0,16.0,27.0,4.0,9.0,13.0,17.0,10.0,19.0,29.0,1.0,10.0,4.0,9.0,39.0,9.0,75.0,12.0,0.1,33.0,20.0,4.0,105.0,0.4,20.0,13.0,45.0,156.0,3.0,0.1,50.0,32.0,9.0,4.0,1.0,42.0
2023-04-08,17.0,2.0,40.0,15.0,45.0,7.0,22.0,0.1,4.0,185.0,49.0,3.0,5.0,25.0,18.0,2.0,5.0,19.0,18.0,3.0,12.0,11.0,25.0,12.0,26.0,29.0,0.4,3.0,4.0,6.0,39.0,1.0,78.0,22.0,7.0,13.0,23.0,5.0,65.0,0.1,24.0,13.0,29.0,128.0,6.0,0.1,54.0,26.0,7.0,10.0,2.0,33.0
2023-04-15,16.0,2.0,46.0,17.0,33.0,18.0,11.0,0.3,3.0,130.0,29.0,1.0,2.0,37.0,17.0,5.0,7.0,23.0,14.0,0.5,13.0,10.0,16.0,12.0,16.0,18.0,0.2,6.0,8.0,0.1,45.0,4.0,75.0,25.0,5.0,25.0,19.0,3.0,66.0,1.0,22.0,5.0,25.0,126.0,3.0,1.0,35.0,27.0,7.0,9.0,3.0,34.0
2023-04-22,20.0,1.0,37.0,8.0,37.0,12.0,8.0,0.2,3.0,152.0,44.0,2.0,3.0,25.0,10.0,0.3,2.0,12.0,21.0,5.0,10.0,9.0,8.0,8.0,33.0,19.0,2.0,7.0,0.3,1.0,35.0,8.0,47.0,13.0,3.0,18.0,15.0,1.0,82.0,1.0,21.0,4.0,22.0,102.0,6.0,0.2,45.0,18.0,4.0,5.0,0.1,33.0
2023-04-29,11.0,0.1,41.0,11.0,26.0,9.0,9.0,1.0,1.0,137.0,43.0,1.0,7.0,19.0,18.0,12.0,2.0,4.0,20.0,0.1,10.0,9.0,7.0,12.0,16.0,26.0,0.2,4.0,4.0,2.0,13.0,2.0,37.0,10.0,5.0,19.0,21.0,5.0,80.0,1.0,27.0,4.0,18.0,110.0,0.7,2.0,31.0,14.0,5.0,0.6,1.0,36.0
2023-05-06,4.0,5.0,34.0,9.0,22.0,7.0,7.0,0.1,0.1,128.0,33.0,0.5,5.0,24.0,21.0,5.0,2.0,16.0,10.0,2.0,15.0,10.0,17.0,19.0,21.0,27.0,0.2,2.0,7.0,3.0,21.0,1.0,52.0,7.0,7.0,17.0,10.0,2.0,47.0,0.3,17.0,7.0,24.0,197.0,4.0,0.2,52.0,13.0,4.0,7.0,2.0,47.0
2023-05-13,14.0,1.0,55.0,12.0,33.0,7.0,6.0,1.0,2.0,132.0,50.0,1.0,9.0,30.0,18.0,5.0,2.0,15.0,18.0,4.0,11.0,18.0,17.0,13.0,24.0,21.0,0.3,4.0,6.0,1.0,21.0,1.0,54.0,16.0,2.0,17.0,15.0,0.4,62.0,4.0,23.0,7.0,15.0,99.0,6.0,0.1,44.0,10.0,5.0,5.0,1.0,43.0
2023-05-20,10.0,0.1,55.0,9.0,24.0,9.0,9.0,0.4,2.0,140.0,30.0,3.0,1.0,25.0,19.0,3.0,4.0,11.0,17.0,5.0,5.0,13.0,13.0,8.0,22.0,22.0,2.0,2.0,3.0,0.3,15.0,4.0,50.0,11.0,13.0,218.0,23.0,2.0,54.0,0.4,21.0,3.0,14.0,97.0,4.0,2.0,35.0,13.0,9.0,2.0,1.0,59.0
