CATCHMENT,YEAR.1,WEEK,WEEKLY RATE
Minnesota,2012,5,0.2
Oregon,2012,5,0.2
Maryland,2012,5,0.2
Connecticut,2012,5,0.1
New Mexico,2012,5,0
California,2012,5,0.6
New York - Rochester,2012,5,0
Tennessee,2012,5,0.1
Colorado,2012,5,0.6
Utah,2012,5,0.2
Michigan,2012,5,0
Ohio,2012,5,0
New York - Albany,2012,6,0
Georgia,2012,6,0.1
Minnesota,2012,6,0.3
Oregon,2012,6,0.2
Maryland,2012,6,0
Connecticut,2012,6,0.1
New Mexico,2012,6,0.4
California,2012,6,0.3
New York - Rochester,2012,6,0
Tennessee,2012,6,0
Colorado,2012,6,0.6
Utah,2012,6,0.7
Michigan,2012,6,0
Ohio,2012,6,0
New York - Albany,2012,7,0.1
Georgia,2012,7,0.1
Minnesota,2012,7,0.4
Oregon,2012,7,0.4
Maryland,2012,7,0.3
Connecticut,2012,7,0.2
New Mexico,2012,7,0
California,2012,7,0.5
New York - Rochester,2012,7,0.2
Tennessee,2012,7,0
Colorado,2012,7,0.8
Utah,2012,7,0.9
Michigan,2012,7,0.2
Ohio,2012,7,0
New York - Albany,2012,8,0
Georgia,2012,8,0.2
Minnesota,2012,8,0.6
Oregon,2012,8,0.4
Maryland,2012,8,0.1
Connecticut,2012,8,0.2
New Mexico,2012,8,0.6
California,2012,8,0.6
New York - Rochester,2012,8,0
Tennessee,2012,8,0.4
Colorado,2012,8,0.8
Utah,2012,8,0.5
Michigan,2012,8,0.2
Ohio,2012,8,0
New York - Albany,2012,9,0
Georgia,2012,9,0.1
Minnesota,2012,9,0.6
Oregon,2012,9,0.6
Maryland,2012,9,0.4
Connecticut,2012,9,0.6
New Mexico,2012,9,0.8
California,2012,9,0.9
New York - Rochester,2012,9,0.4
Tennessee,2012,9,0.3
Colorado,2012,9,1.2
Utah,2012,9,1.9
Michigan,2012,9,0.1
Ohio,2012,9,0.1
New York - Albany,2012,10,0.2
Georgia,2012,10,0.3
Minnesota,2012,10,1.3
Oregon,2012,10,0.8
Maryland,2012,10,0.6
Connecticut,2012,10,1.2
California,2012,10,1.1
New York - Rochester,2012,10,0.4
Tennessee,2012,10,0.7
Colorado,2012,10,0.9
Utah,2012,10,1.7
New Mexico,2012,10,0.8
Michigan,2012,10,0.2
Ohio,2012,10,0.1
New York - Albany,2012,11,0.4
Georgia,2012,11,0.2
Minnesota,2012,11,1.3
Oregon,2012,11,1.7
Maryland,2012,11,0.5
Connecticut,2012,11,2.3
California,2012,11,1.7
New York - Rochester,2012,11,0.4
Tennessee,2012,11,0.7
Colorado,2012,11,1
Utah,2012,11,2.4
New Mexico,2012,11,1.1
Michigan,2012,11,0.5
Ohio,2012,11,0.6
New York - Albany,2012,12,1.1
Georgia,2012,12,0.3
Minnesota,2012,12,1
Oregon,2012,12,1.7
Maryland,2012,12,0.7
Connecticut,2012,12,1.4
California,2012,12,1.5
New York - Rochester,2012,12,0
Tennessee,2012,12,0.5
Colorado,2012,12,1.2
Utah,2012,12,2.2
New Mexico,2012,12,1.5
Michigan,2012,12,0.3
Ohio,2012,12,0.6
New York - Albany,2012,13,0.8
Georgia,2012,13,0.2
Minnesota,2012,13,0.3
Oregon,2012,13,1.9
Maryland,2012,13,0.7
Connecticut,2012,13,1.2
California,2012,13,1.8
New York - Rochester,2012,13,0.2
Tennessee,2012,13,0.3
Colorado,2012,13,0.5
Utah,2012,13,1.7
New Mexico,2012,13,1.1
Michigan,2012,13,0.3
Ohio,2012,13,0.3
New York - Albany,2012,14,0.8
Georgia,2012,14,0.1
Minnesota,2012,14,0.6
Oregon,2012,14,1.4
Maryland,2012,14,0.4
Connecticut,2012,14,2.2
California,2012,14,0.8
New York - Rochester,2012,14,0.4
Tennessee,2012,14,0.1
Colorado,2012,14,0.3
Utah,2012,14,1.5
New Mexico,2012,14,1.9
Michigan,2012,14,0.1
Ohio,2012,14,0.3
New York - Albany,2012,15,0.7
Georgia,2012,15,0
Minnesota,2012,15,0.4
Oregon,2012,15,1
Maryland,2012,15,0.6
Connecticut,2012,15,2.8
California,2012,15,1
New York - Rochester,2012,15,0.3
Tennessee,2012,15,0.2
Colorado,2012,15,0.5
Utah,2012,15,1
New Mexico,2012,15,1.8
Michigan,2012,15,0.2
Ohio,2012,15,0.6
New York - Albany,2012,16,0.6
Georgia,2012,16,0
Minnesota,2012,16,0.4
Oregon,2012,16,0.5
Maryland,2012,16,0.5
Connecticut,2012,16,1.8
California,2012,16,0.8
New York - Rochester,2012,16,0.8
Tennessee,2012,16,0.3
Colorado,2012,16,0.2
Utah,2012,16,0.3
New Mexico,2012,16,1.1
Michigan,2012,16,0.1
Ohio,2012,16,1
New York - Albany,2012,17,0.4
Georgia,2012,17,0.2
Minnesota,2012,17,0.3
Oregon,2012,17,0.2
Maryland,2012,17,0.4
Connecticut,2012,17,1.4
California,2012,17,0.5
New York - Rochester,2012,17,0.4
Tennessee,2012,17,0.2
Colorado,2012,17,0.2
Utah,2012,17,0.8
New Mexico,2012,17,0.9
Michigan,2012,17,0
Ohio,2012,17,0.3
New York - Albany,2012,40,0.1
Georgia,2012,40,0
Minnesota,2012,40,0
Oregon,2012,40,0
Maryland,2012,40,0.2
Connecticut,2012,40,0
California,2012,40,0
New York - Rochester,2012,40,0
Tennessee,2012,40,0.1
Colorado,2012,40,0
Utah,2012,40,0.1
New Mexico,2012,40,0
Michigan,2012,40,0
Ohio,2012,40,0
New York - Albany,2012,41,0
Georgia,2012,41,0
Minnesota,2012,41,0.1
Oregon,2012,41,0
Maryland,2012,41,0
Connecticut,2012,41,0
California,2012,41,0
New York - Rochester,2012,41,0
Tennessee,2012,41,0.1
Colorado,2012,41,0
Utah,2012,41,0
New Mexico,2012,41,0
Michigan,2012,41,0
Ohio,2012,41,0
New York - Albany,2012,42,0
Georgia,2012,42,0
Minnesota,2012,42,0
Oregon,2012,42,0.1
Maryland,2012,42,0.1
Connecticut,2012,42,0.1
California,2012,42,0
New York - Rochester,2012,42,0.2
Tennessee,2012,42,0.1
Colorado,2012,42,0.1
Utah,2012,42,0.1
New Mexico,2012,42,0
Michigan,2012,42,0
Ohio,2012,42,0
New York - Albany,2012,43,0
Georgia,2012,43,0
Minnesota,2012,43,0.1
Oregon,2012,43,0.1
Maryland,2012,43,0.1
Connecticut,2012,43,0
California,2012,43,0
New York - Rochester,2012,43,0.1
Tennessee,2012,43,0
Colorado,2012,43,0
Utah,2012,43,0
New Mexico,2012,43,0
Michigan,2012,43,0.1
Ohio,2012,43,0
New York - Albany,2012,44,0
Georgia,2012,44,0.1
Minnesota,2012,44,0.1
Oregon,2012,44,0.1
Maryland,2012,44,0.1
Connecticut,2012,44,0
California,2012,44,0
New York - Rochester,2012,44,0.2
Tennessee,2012,44,0
Colorado,2012,44,0.2
Utah,2012,44,0
New Mexico,2012,44,0
Michigan,2012,44,0
Ohio,2012,44,0.1
New York - Albany,2012,45,0.1
Georgia,2012,45,0.2
Minnesota,2012,45,0.1
Oregon,2012,45,0.1
Maryland,2012,45,0.3
Connecticut,2012,45,0
California,2012,45,0.1
New York - Rochester,2012,45,0.1
Tennessee,2012,45,0.1
Colorado,2012,45,0.4
Utah,2012,45,0.3
New Mexico,2012,45,0
Michigan,2012,45,0
Ohio,2012,45,0.5
New York - Albany,2012,46,0.5
Georgia,2012,46,0.4
Minnesota,2012,46,0.2
Oregon,2012,46,0.1
Maryland,2012,46,0.2
Connecticut,2012,46,0.1
California,2012,46,0
New York - Rochester,2012,46,0.3
Tennessee,2012,46,0.1
Colorado,2012,46,0.5
Utah,2012,46,0.4
New Mexico,2012,46,0.1
Michigan,2012,46,0.2
Ohio,2012,46,0.8
New York - Albany,2012,47,0.3
Georgia,2012,47,0.9
Minnesota,2012,47,0.3
Oregon,2012,47,0.2
Maryland,2012,47,0.1
Connecticut,2012,47,0.3
California,2012,47,0
New York - Rochester,2012,47,0.7
Tennessee,2012,47,0.2
Colorado,2012,47,0.3
Utah,2012,47,0.3
New Mexico,2012,47,0.1
Michigan,2012,47,0.1
Ohio,2012,47,1.3
New York - Albany,2012,48,0.5
Georgia,2012,48,1
Minnesota,2012,48,0.5
Oregon,2012,48,0.1
Maryland,2012,48,0.4
Connecticut,2012,48,0.2
California,2012,48,0.1
New York - Rochester,2012,48,1.7
Tennessee,2012,48,0.4
Colorado,2012,48,1
Utah,2012,48,0.3
New Mexico,2012,48,0.1
Michigan,2012,48,0
Ohio,2012,48,2.6
New York - Albany,2012,49,1.1
Georgia,2012,49,1.7
Minnesota,2012,49,0.8
Oregon,2012,49,0.2
Maryland,2012,49,0.7
Connecticut,2012,49,1.3
California,2012,49,0.1
New York - Rochester,2012,49,1.7
Tennessee,2012,49,1
Colorado,2012,49,1.8
Utah,2012,49,0.5
New Mexico,2012,49,0.3
Michigan,2012,49,0.1
Ohio,2012,49,3.6
New York - Albany,2012,50,4.2
Georgia,2012,50,1.7
Minnesota,2012,50,1.6
Oregon,2012,50,0.3
Maryland,2012,50,1.4
Connecticut,2012,50,2.2
California,2012,50,0.1
New York - Rochester,2012,50,5.1
Tennessee,2012,50,0.8
Colorado,2012,50,1.7
Utah,2012,50,0.8
New Mexico,2012,50,0.6
Michigan,2012,50,0.3
Ohio,2012,50,2.9
New York - Albany,2012,51,8.9
Georgia,2012,51,2.1
Minnesota,2012,51,2.8
Oregon,2012,51,0.3
Maryland,2012,51,3.3
Connecticut,2012,51,4.5
California,2012,51,0.3
New York - Rochester,2012,51,11.2
Tennessee,2012,51,1.5
Colorado,2012,51,2.7
Utah,2012,51,1.6
New Mexico,2012,51,0.8
Michigan,2012,51,0.7
Ohio,2012,51,3.4
New York - Albany,2012,52,8.7
Georgia,2012,52,3.6
Minnesota,2012,52,6.8
Oregon,2012,52,1
Maryland,2012,52,6.3
Connecticut,2012,52,10.5
California,2012,52,0.5
New York - Rochester,2012,52,13.9
Tennessee,2012,52,2.6
Colorado,2012,52,2.5
Utah,2012,52,3.5
New Mexico,2012,52,1.7
Michigan,2012,52,1.4
Ohio,2012,52,3.4
New York - Albany,2013,1,6.4
Georgia,2013,1,2.5
Minnesota,2013,1,9.9
Oregon,2013,1,1.8
Maryland,2013,1,5.5
Connecticut,2013,1,15
California,2013,1,1.3
New York - Rochester,2013,1,13.5
Tennessee,2013,1,2.2
Colorado,2013,1,3
Utah,2013,1,5.2
New Mexico,2013,1,3.3
Michigan,2013,1,2.7
Ohio,2013,1,2.5
New York - Albany,2013,2,4.1
Georgia,2013,2,2.2
Minnesota,2013,2,8.6
Oregon,2013,2,2.5
Maryland,2013,2,6.3
Connecticut,2013,2,11
California,2013,2,2.2
New York - Rochester,2013,2,11.3
Tennessee,2013,2,2.5
Colorado,2013,2,2.9
Utah,2013,2,4.9
New Mexico,2013,2,3.3
Michigan,2013,2,2.7
Ohio,2013,2,1.9
New York - Albany,2013,3,3.9
Georgia,2013,3,1.5
Minnesota,2013,3,5
Oregon,2013,3,3.2
Maryland,2013,3,4.9
Connecticut,2013,3,7.9
California,2013,3,3.1
New York - Rochester,2013,3,8.2
Tennessee,2013,3,1.5
Colorado,2013,3,2.3
Utah,2013,3,3.7
Michigan,2013,3,1.9
New Mexico,2013,3,3.3
Ohio,2013,3,1.5
New York - Albany,2013,4,1.4
Georgia,2013,4,0.8
Minnesota,2013,4,2.9
Oregon,2013,4,4.6
Maryland,2013,4,3.2
Connecticut,2013,4,5.7
California,2013,4,5.7
New York - Rochester,2013,4,5.4
Tennessee,2013,4,1.2
Colorado,2013,4,2.5
Utah,2013,4,3.9
Michigan,2013,4,1
New Mexico,2013,4,2.6
Ohio,2013,4,1
New York - Albany,2013,5,1.4
Georgia,2013,5,1.2
Minnesota,2013,5,1.4
Oregon,2013,5,4.5
Maryland,2013,5,2.4
Connecticut,2013,5,3.5
California,2013,5,4.1
New York - Rochester,2013,5,3.2
Tennessee,2013,5,1.6
Colorado,2013,5,2.3
Utah,2013,5,3.2
Michigan,2013,5,1.9
New Mexico,2013,5,2.6
Ohio,2013,5,0.7
New York - Albany,2013,6,0.2
Georgia,2013,6,1.1
Minnesota,2013,6,1.1
Oregon,2013,6,2.4
Maryland,2013,6,1.9
Connecticut,2013,6,2
California,2013,6,3.5
New York - Rochester,2013,6,2.2
Tennessee,2013,6,1
Colorado,2013,6,1.9
Utah,2013,6,3.2
Michigan,2013,6,1.1
New Mexico,2013,6,3.1
Ohio,2013,6,0.5
New York - Albany,2013,7,0.7
Georgia,2013,7,1.1
Minnesota,2013,7,0.8
Oregon,2013,7,3
Maryland,2013,7,1.9
Connecticut,2013,7,1.4
California,2013,7,3.3
New York - Rochester,2013,7,2.4
Tennessee,2013,7,1.5
Colorado,2013,7,1.8
Utah,2013,7,1.1
Michigan,2013,7,0.6
New Mexico,2013,7,1.4
Ohio,2013,7,0.9
New York - Albany,2013,8,0.8
Georgia,2013,8,0.8
Minnesota,2013,8,0.8
Oregon,2013,8,1.5
Maryland,2013,8,1.3
Connecticut,2013,8,0.8
California,2013,8,2.3
New York - Rochester,2013,8,2.4
Tennessee,2013,8,1.1
Colorado,2013,8,1.1
Utah,2013,8,1.3
Michigan,2013,8,1
New Mexico,2013,8,1.6
Ohio,2013,8,0.6
New York - Albany,2013,9,0.3
Georgia,2013,9,0.7
Minnesota,2013,9,0.7
Oregon,2013,9,0.9
Maryland,2013,9,1.7
Connecticut,2013,9,1.9
California,2013,9,2.1
New York - Rochester,2013,9,2.5
Tennessee,2013,9,0.7
Colorado,2013,9,0.7
Utah,2013,9,0.4
Michigan,2013,9,0.9
New Mexico,2013,9,0.7
Ohio,2013,9,0.8
New York - Albany,2013,10,0.6
Georgia,2013,10,0.8
Minnesota,2013,10,0.3
Oregon,2013,10,0.8
Maryland,2013,10,1.2
Connecticut,2013,10,1.5
California,2013,10,1.4
New York - Rochester,2013,10,1.9
Tennessee,2013,10,0.8
Colorado,2013,10,1.1
Utah,2013,10,0.8
Michigan,2013,10,0.2
New Mexico,2013,10,0.9
Ohio,2013,10,0.7
New York - Albany,2013,11,0.7
Georgia,2013,11,0.9
Minnesota,2013,11,0.4
Oregon,2013,11,0.6
Maryland,2013,11,1.3
Connecticut,2013,11,1.6
California,2013,11,0.8
New York - Rochester,2013,11,1.6
Tennessee,2013,11,1
Colorado,2013,11,0.5
Utah,2013,11,0.7
Michigan,2013,11,0.6
New Mexico,2013,11,1.1
Ohio,2013,11,1
New York - Albany,2013,12,0.6
Georgia,2013,12,0.7
Minnesota,2013,12,0.5
Oregon,2013,12,0.1
Maryland,2013,12,0.9
Connecticut,2013,12,1.6
California,2013,12,0.6
New York - Rochester,2013,12,2.3
Tennessee,2013,12,0.6
Colorado,2013,12,0.3
Utah,2013,12,0.5
Michigan,2013,12,0.5
New Mexico,2013,12,0.5
Ohio,2013,12,0.6
New York - Albany,2013,13,1
Georgia,2013,13,0.3
Minnesota,2013,13,0.4
Oregon,2013,13,0.2
Maryland,2013,13,0.8
Connecticut,2013,13,1
California,2013,13,0.4
New York - Rochester,2013,13,1.6
Tennessee,2013,13,0.2
Colorado,2013,13,0.3
Utah,2013,13,0.3
Michigan,2013,13,1
New Mexico,2013,13,0.2
Ohio,2013,13,0.4
New York - Albany,2013,14,0.6
Georgia,2013,14,0.5
Minnesota,2013,14,0.4
Oregon,2013,14,0.3
Maryland,2013,14,0.7
Connecticut,2013,14,2.2
California,2013,14,0.3
New York - Rochester,2013,14,1.2
Tennessee,2013,14,0.2
Colorado,2013,14,0.3
Utah,2013,14,0.4
Michigan,2013,14,0.2
New Mexico,2013,14,0.4
Ohio,2013,14,0.9
New York - Albany,2013,15,0
Georgia,2013,15,0.3
Minnesota,2013,15,0.4
Oregon,2013,15,0.1
Maryland,2013,15,0.6
Connecticut,2013,15,0.7
California,2013,15,0.2
New York - Rochester,2013,15,0.6
Tennessee,2013,15,0.2
Colorado,2013,15,0.2
Utah,2013,15,0.2
Michigan,2013,15,0.2
New Mexico,2013,15,0
Ohio,2013,15,0.5
New York - Albany,2013,16,0
Georgia,2013,16,0.1
Minnesota,2013,16,0.1
Oregon,2013,16,0
Maryland,2013,16,0.3
Connecticut,2013,16,0.8
California,2013,16,0.2
New York - Rochester,2013,16,0.3
Tennessee,2013,16,0
Colorado,2013,16,0.1
Utah,2013,16,0.2
Michigan,2013,16,0.1
New Mexico,2013,16,0.2
Ohio,2013,16,0.1
New York - Albany,2013,17,0
Georgia,2013,17,0.2
Minnesota,2013,17,0.3
Oregon,2013,17,0.1
Maryland,2013,17,0.1
Connecticut,2013,17,0.6
California,2013,17,0.1
New York - Rochester,2013,17,0.6
Tennessee,2013,17,0.1
Colorado,2013,17,0
Utah,2013,17,0.1
Michigan,2013,17,0.1
New Mexico,2013,17,0.1
Ohio,2013,17,0.3
New York - Albany,2013,40,0
Georgia,2013,40,0
Minnesota,2013,40,0
Oregon,2013,40,0
Maryland,2013,40,0
Connecticut,2013,40,0
California,2013,40,0.1
New York - Rochester,2013,40,0
Tennessee,2013,40,0
Colorado,2013,40,0.1
Utah,2013,40,0.1
Michigan,2013,40,0
New Mexico,2013,40,0
Ohio,2013,40,0.1
New York - Albany,2013,41,0
Georgia,2013,41,0
Minnesota,2013,41,0
Oregon,2013,41,0
Maryland,2013,41,0.2
Connecticut,2013,41,0.1
California,2013,41,0
New York - Rochester,2013,41,0
Tennessee,2013,41,0
Colorado,2013,41,0.2
Utah,2013,41,0.1
Michigan,2013,41,0
New Mexico,2013,41,0
Ohio,2013,41,0.1
New York - Albany,2013,42,0
Georgia,2013,42,0
Minnesota,2013,42,0.1
Oregon,2013,42,0
Maryland,2013,42,0
Connecticut,2013,42,0
California,2013,42,0.1
New York - Rochester,2013,42,0.1
Tennessee,2013,42,0.1
Colorado,2013,42,0.2
Utah,2013,42,0
Michigan,2013,42,0.1
New Mexico,2013,42,0
Ohio,2013,42,0.1
New York - Albany,2013,43,0
Georgia,2013,43,0
Minnesota,2013,43,0
Oregon,2013,43,0
Maryland,2013,43,0.1
Connecticut,2013,43,0.2
California,2013,43,0.1
New York - Rochester,2013,43,0
Tennessee,2013,43,0.1
Colorado,2013,43,0
Utah,2013,43,0.2
Michigan,2013,43,0.1
New Mexico,2013,43,0.2
Ohio,2013,43,0.1
New York - Albany,2013,44,0
Georgia,2013,44,0.1
Minnesota,2013,44,0
Oregon,2013,44,0.1
Maryland,2013,44,0
Connecticut,2013,44,0.2
California,2013,44,0
New York - Rochester,2013,44,0.2
Tennessee,2013,44,0.2
Colorado,2013,44,0.2
Utah,2013,44,0
Michigan,2013,44,0
New Mexico,2013,44,0.2
Ohio,2013,44,0.3
New York - Albany,2013,45,0.1
Georgia,2013,45,0.2
Minnesota,2013,45,0
Oregon,2013,45,0
Maryland,2013,45,0.1
Connecticut,2013,45,0.2
California,2013,45,0.1
New York - Rochester,2013,45,0.1
Tennessee,2013,45,0.2
Colorado,2013,45,0.2
Utah,2013,45,0.1
Michigan,2013,45,0.1
New Mexico,2013,45,0.1
Ohio,2013,45,0.4
New York - Albany,2013,46,0
Georgia,2013,46,0.3
Minnesota,2013,46,0.1
Oregon,2013,46,0.1
Maryland,2013,46,0.1
Connecticut,2013,46,0.1
California,2013,46,0.1
New York - Rochester,2013,46,0.1
Tennessee,2013,46,0.2
Colorado,2013,46,0.7
Utah,2013,46,0.5
Michigan,2013,46,0
New Mexico,2013,46,0.2
Ohio,2013,46,0.2
New York - Albany,2013,47,0.1
Georgia,2013,47,0.8
Minnesota,2013,47,0.1
Oregon,2013,47,0.1
Maryland,2013,47,0.2
Connecticut,2013,47,0.2
California,2013,47,0.1
New York - Rochester,2013,47,0.2
Tennessee,2013,47,0.5
Colorado,2013,47,0.8
Utah,2013,47,0.7
Michigan,2013,47,0.1
New Mexico,2013,47,0
Ohio,2013,47,0.1
Georgia,2013,48,1.4
New York - Albany,2013,48,0.5
Minnesota,2013,48,0.1
Oregon,2013,48,0.2
Maryland,2013,48,0.2
Connecticut,2013,48,0.1
California,2013,48,0.2
New York - Rochester,2013,48,0.1
Tennessee,2013,48,0.7
Colorado,2013,48,1.1
Utah,2013,48,1.3
Michigan,2013,48,0.1
New Mexico,2013,48,0.3
Ohio,2013,48,0.3
Georgia,2013,49,2.3
New York - Albany,2013,49,0.1
Minnesota,2013,49,0.3
Oregon,2013,49,0.6
Maryland,2013,49,0.4
Connecticut,2013,49,0.6
California,2013,49,0.3
New York - Rochester,2013,49,0.1
Tennessee,2013,49,2.2
Colorado,2013,49,1.8
Utah,2013,49,1.4
Michigan,2013,49,0.2
New Mexico,2013,49,0.4
Ohio,2013,49,0.4
Georgia,2013,50,1.8
New York - Albany,2013,50,0.6
Minnesota,2013,50,0.4
Oregon,2013,50,1.2
Maryland,2013,50,0.4
Connecticut,2013,50,0.4
California,2013,50,0.4
New York - Rochester,2013,50,0.9
Tennessee,2013,50,1.3
Colorado,2013,50,2.3
Utah,2013,50,2.1
Michigan,2013,50,1.3
New Mexico,2013,50,0.4
Ohio,2013,50,0.3
Georgia,2013,51,2.6
New York - Albany,2013,51,0.8
Minnesota,2013,51,0.8
Oregon,2013,51,3
Maryland,2013,51,0.5
Connecticut,2013,51,0.7
California,2013,51,1
New York - Rochester,2013,51,1.7
Tennessee,2013,51,5
Colorado,2013,51,3.3
Utah,2013,51,3.6
Michigan,2013,51,1
New Mexico,2013,51,0.8
Ohio,2013,51,0.6
Georgia,2013,52,3
New York - Albany,2013,52,3.4
Minnesota,2013,52,2.3
Oregon,2013,52,5.5
Maryland,2013,52,0.9
Connecticut,2013,52,1.5
California,2013,52,2.3
New York - Rochester,2013,52,3.8
Tennessee,2013,52,5.7
Colorado,2013,52,3.8
Utah,2013,52,3.5
Michigan,2013,52,2.7
New Mexico,2013,52,1.9
Ohio,2013,52,1.4
Georgia,2014,1,2.1
New York - Albany,2014,1,2.7
Minnesota,2014,1,3.6
Oregon,2014,1,7.9
Maryland,2014,1,1.2
Connecticut,2014,1,2.8
California,2014,1,3.6
New York - Rochester,2014,1,4.1
Tennessee,2014,1,4.6
Colorado,2014,1,6.3
Utah,2014,1,6.2
Michigan,2014,1,3.1
New Mexico,2014,1,2.6
Ohio,2014,1,1.7
Georgia,2014,2,1.4
New York - Albany,2014,2,4
Minnesota,2014,2,4.3
Oregon,2014,2,6.7
Maryland,2014,2,2.3
Connecticut,2014,2,3.3
California,2014,2,4.5
New York - Rochester,2014,2,4.4
Tennessee,2014,2,3.6
Colorado,2014,2,4
Utah,2014,2,2.9
Michigan,2014,2,1.9
New Mexico,2014,2,3.5
Ohio,2014,2,3.4
Georgia,2014,3,1.3
New York - Albany,2014,3,4.6
Minnesota,2014,3,2.7
Oregon,2014,3,3.2
Maryland,2014,3,3.1
Connecticut,2014,3,4.7
California,2014,3,3.6
New York - Rochester,2014,3,4.1
Tennessee,2014,3,2.3
Colorado,2014,3,2.9
Utah,2014,3,2.2
Michigan,2014,3,1.7
New Mexico,2014,3,3.3
Ohio,2014,3,3.4
Georgia,2014,4,0.5
New York - Albany,2014,4,4.3
Minnesota,2014,4,1.9
Oregon,2014,4,1.5
Maryland,2014,4,3.1
Connecticut,2014,4,4.4
California,2014,4,2.8
New York - Rochester,2014,4,4.7
Tennessee,2014,4,1.3
Colorado,2014,4,1.7
Utah,2014,4,1.4
Michigan,2014,4,1.4
New Mexico,2014,4,3.8
Ohio,2014,4,2.9
Georgia,2014,5,0.7
New York - Albany,2014,5,3.2
Minnesota,2014,5,1.8
Oregon,2014,5,0.6
Maryland,2014,5,2.6
Connecticut,2014,5,4.6
California,2014,5,2
New York - Rochester,2014,5,2.8
Tennessee,2014,5,1.7
Colorado,2014,5,1.5
Utah,2014,5,0.9
Michigan,2014,5,0.6
New Mexico,2014,5,3.6
Ohio,2014,5,3.3
Georgia,2014,6,0.4
New York - Albany,2014,6,2.5
Minnesota,2014,6,1.1
Oregon,2014,6,0.9
Maryland,2014,6,3.6
Connecticut,2014,6,4.8
California,2014,6,1.7
New York - Rochester,2014,6,3.1
Tennessee,2014,6,0.6
Colorado,2014,6,0.9
Utah,2014,6,0.7
Michigan,2014,6,1.2
New Mexico,2014,6,2.8
Ohio,2014,6,1.9
Georgia,2014,7,0.2
New York - Albany,2014,7,3.3
Minnesota,2014,7,0.9
Oregon,2014,7,0.5
Maryland,2014,7,2.5
Connecticut,2014,7,4.8
California,2014,7,0.5
New York - Rochester,2014,7,2.1
Tennessee,2014,7,0.8
Colorado,2014,7,0.7
Utah,2014,7,0.3
Michigan,2014,7,0.7
New Mexico,2014,7,1.7
Ohio,2014,7,1.5
Georgia,2014,8,0.3
New York - Albany,2014,8,1.3
Minnesota,2014,8,0.7
Oregon,2014,8,0.4
Maryland,2014,8,1.7
Connecticut,2014,8,3.7
California,2014,8,0.4
New York - Rochester,2014,8,2.3
Tennessee,2014,8,0.8
Colorado,2014,8,0.5
Utah,2014,8,0.3
Michigan,2014,8,0.8
New Mexico,2014,8,1.2
Ohio,2014,8,1.5
Georgia,2014,9,0.2
New York - Albany,2014,9,1.6
Minnesota,2014,9,0.6
Oregon,2014,9,0.2
Maryland,2014,9,1.5
Connecticut,2014,9,3.2
California,2014,9,0.3
New York - Rochester,2014,9,2.2
Tennessee,2014,9,0.5
Colorado,2014,9,0.2
Utah,2014,9,0.4
Michigan,2014,9,0.6
New Mexico,2014,9,1.4
Ohio,2014,9,1.7
Georgia,2014,10,0.2
New York - Albany,2014,10,0.9
Minnesota,2014,10,0.4
Oregon,2014,10,0.1
Maryland,2014,10,1
Connecticut,2014,10,3.4
California,2014,10,0.2
New York - Rochester,2014,10,1.9
Tennessee,2014,10,0.4
Colorado,2014,10,0.3
Utah,2014,10,0.4
Michigan,2014,10,0.1
New Mexico,2014,10,0.7
Ohio,2014,10,1.2
Georgia,2014,11,0.1
New York - Albany,2014,11,1.6
Minnesota,2014,11,0.5
Oregon,2014,11,0.1
Maryland,2014,11,0.8
Connecticut,2014,11,4.7
California,2014,11,0.1
New York - Rochester,2014,11,0.6
Tennessee,2014,11,0.4
Colorado,2014,11,0.4
Utah,2014,11,0.3
Michigan,2014,11,0.4
New Mexico,2014,11,0.5
Ohio,2014,11,1
Georgia,2014,12,0.1
New York - Albany,2014,12,0.9
Minnesota,2014,12,0.3
Oregon,2014,12,0.1
Maryland,2014,12,0.9
Connecticut,2014,12,6.7
California,2014,12,0.2
New York - Rochester,2014,12,0.7
Tennessee,2014,12,0.2
Colorado,2014,12,0.5
Utah,2014,12,0.3
Michigan,2014,12,0.3
New Mexico,2014,12,0.8
Ohio,2014,12,0.9
Georgia,2014,13,0.1
New York - Albany,2014,13,1.4
Minnesota,2014,13,0.4
Oregon,2014,13,0.1
Maryland,2014,13,0.5
Connecticut,2014,13,5.6
California,2014,13,0.1
New York - Rochester,2014,13,1.4
Tennessee,2014,13,0
Colorado,2014,13,0.5
Utah,2014,13,0.4
Michigan,2014,13,0.2
New Mexico,2014,13,0.6
Ohio,2014,13,1.2
Georgia,2014,14,0.2
New York - Albany,2014,14,1.6
Minnesota,2014,14,0.5
Oregon,2014,14,0.1
Maryland,2014,14,0.8
Connecticut,2014,14,6
California,2014,14,0.1
New York - Rochester,2014,14,0.9
Tennessee,2014,14,0.1
Colorado,2014,14,0.3
Utah,2014,14,0.3
Michigan,2014,14,0.6
New Mexico,2014,14,1.2
Ohio,2014,14,1.1
Georgia,2014,15,0.1
New York - Albany,2014,15,2.6
Minnesota,2014,15,0.5
Oregon,2014,15,0.1
Maryland,2014,15,0.7
Connecticut,2014,15,7.6
California,2014,15,0
New York - Rochester,2014,15,1.1
Tennessee,2014,15,0.1
Colorado,2014,15,0.3
Utah,2014,15,0.7
Michigan,2014,15,0.3
New Mexico,2014,15,1
Ohio,2014,15,0.9
Georgia,2014,16,0.1
New York - Albany,2014,16,4
Minnesota,2014,16,0.6
